n,k,kn,gain
250,4,0.016,-0.007154108399965053
250,4,0.016,-0.012018748927236589
250,4,0.016,-0.025553353068128504
250,4,0.016,-0.0019908379161744927
250,4,0.016,-0.01251353921392262
250,4,0.016,0.002202382177487361
250,4,0.016,-0.008496274810561533
250,4,0.016,-0.015200914173409463
250,4,0.016,-0.012744197105532373
250,4,0.016,-0.0038172787317556356
250,4,0.016,-0.003419682167869975
250,4,0.016,0.005550775177813494
250,4,0.016,-0.006842605985707684
250,4,0.016,-0.012097703305406493
250,4,0.016,-0.015410936688937948
250,4,0.016,-0.011827161055347868
250,4,0.016,-0.010287742023730562
250,6,0.024,-0.007042811610113775
250,6,0.024,-0.03869773366053364
250,6,0.024,-0.007875346697818253
250,6,0.024,-0.002309180337409067
250,6,0.024,0.002547564906829336
250,6,0.024,-0.004242883164410682
250,6,0.024,-0.0027132126132863865
250,6,0.024,0.010030618983625339
250,6,0.024,-0.020824429414815382
250,6,0.024,0.0014204695162876035
250,6,0.024,0.0010004605440284142
250,6,0.024,-0.008356736373179074
250,6,0.024,-0.003026104118330153
250,6,0.024,0.009421313390955421
250,6,0.024,0.003844681127972094
250,6,0.024,-0.0025317744804995157
250,6,0.024,-0.002381515697384373
250,6,0.024,-0.0120098752490021
250,6,0.024,-0.006735487393997819
250,6,0.024,-0.00701026250147585
250,6,0.024,0.0061046029136525015
250,6,0.024,-0.008159320029424655
250,6,0.024,-0.003495883950913714
250,6,0.024,-0.02204977866903418
250,6,0.024,-0.0007305826639206758
250,6,0.024,-0.013013949350883514
250,6,0.024,-0.0235463026322405
250,6,0.024,0.002308201967654633
250,6,0.024,-0.0075220250372195485
250,6,0.024,-0.003992199227152993
250,6,0.024,-0.010475776400644676
250,6,0.024,-0.008679989875550076
250,6,0.024,-0.007880666647728407
250,6,0.024,-0.0047173139180441415
250,6,0.024,-0.0005444796932891904
250,6,0.024,-0.012039633477752443
250,6,0.024,-0.01253571359559097
250,6,0.024,-0.025110818903831933
250,6,0.024,-0.015131482475894742
250,6,0.024,-0.0020089997077941124
250,8,0.032,0.0027507493754861945
250,8,0.032,-0.02174231926385417
250,8,0.032,-0.013699739597731464
250,8,0.032,0.0004587087372095455
250,8,0.032,0.005555360952089139
250,8,0.032,0.004046107963670831
250,8,0.032,0.004107511983400147
250,8,0.032,-0.015570537977293075
250,8,0.032,0.0034661582740478925
250,8,0.032,-0.0024124296547601842
250,8,0.032,-0.011211848230026966
250,8,0.032,0.0035876553834131575
250,8,0.032,-0.002536791573417685
250,8,0.032,-0.01579835710259414
250,8,0.032,-0.008009289106053308
250,8,0.032,-0.009987573538439765
250,8,0.032,-0.0027823591121536317
250,8,0.032,-0.005253740448399102
250,8,0.032,-0.007923724417081834
250,8,0.032,0.007242444149878902
250,8,0.032,0.004358138153389202
250,8,0.032,-0.0035099008502731954
250,8,0.032,-0.026817755906795637
250,8,0.032,0.0014501041040467788
250,8,0.032,-0.012966908014297285
250,8,0.032,0.008419707173035473
250,8,0.032,0.003370915993579582
250,8,0.032,-0.0044834475238539895
250,8,0.032,0.0005271151602000423
250,8,0.032,-0.00969203954756559
250,8,0.032,-0.002164984533822578
250,8,0.032,0.005207694915083438
250,8,0.032,0.0022473029450316706
250,8,0.032,-0.016900152349858644
250,8,0.032,-0.00060024359687888
250,8,0.032,-0.007379829679658112
250,8,0.032,0.010797601528262923
250,8,0.032,0.0014233384897989199
250,8,0.032,-0.0018828850352548554
250,8,0.032,-0.009139037842788966
250,12,0.048,0.012641806047416215
250,12,0.048,-0.0020935735494925223
250,12,0.048,-0.009319176313258681
250,12,0.048,-0.0013793892730548651
250,12,0.048,0.004598196850382041
250,12,0.048,-0.01014592164392819
250,12,0.048,0.009416406033960989
250,12,0.048,-0.0034478357044971375
250,12,0.048,0.01581409299326647
250,12,0.048,-0.0019906736922674084
250,12,0.048,-0.006351069984602442
250,12,0.048,0.008576928729092603
250,12,0.048,-0.016900099097929056
250,12,0.048,-0.002967934009007911
250,12,0.048,-0.010539457832328292
250,12,0.048,-0.006464071190124265
250,12,0.048,-0.00824557574167012
250,12,0.048,-0.010389894300980362
250,12,0.048,-0.00032626780447903014
250,12,0.048,-0.01427474075036883
250,12,0.048,-0.004600333175474813
250,12,0.048,0.004197359770374387
250,12,0.048,-0.006311085547639539
250,12,0.048,-0.010498036242223285
250,12,0.048,-0.01113332656877003
250,12,0.048,0.0039656948502651
250,12,0.048,0.01115540843968138
250,12,0.048,-0.0050596419644454715
250,12,0.048,0.013740180925885637
250,12,0.048,-0.00885669711020326
250,12,0.048,-0.00430459231027458
250,12,0.048,0.00578911927307485
250,12,0.048,-0.004829357184697014
250,12,0.048,-0.003637282700449773
250,12,0.048,0.008535236212265818
250,12,0.048,0.016911500145282143
250,12,0.048,0.0008205345084422166
250,12,0.048,0.006439455691409468
250,12,0.048,0.00182857372904216
250,12,0.048,-0.004694651977338038
250,16,0.064,0.018359885090716566
250,16,0.064,-0.00420378390059617
250,16,0.064,0.020322845894785335
250,16,0.064,0.02644057269113642
250,16,0.064,0.008257683078142453
250,16,0.064,0.008913471758513314
250,16,0.064,-0.003573204201105573
250,16,0.064,0.009163592746125493
250,16,0.064,0.004298010297196286
250,16,0.064,0.016890330586789182
250,16,0.064,0.007092665422909761
250,16,0.064,0.002374556052017418
250,16,0.064,0.008234358557153598
250,16,0.064,0.0015075455722369235
250,16,0.064,0.002232009492286968
250,16,0.064,0.01669389053339998
250,16,0.064,0.008571303058823365
250,16,0.064,0.0023341969230225024
250,16,0.064,0.009420142204588033
250,16,0.064,0.011776234788163142
250,16,0.064,0.009465994834366331
250,16,0.064,-0.0027147714248730304
250,16,0.064,0.007534072298699623
250,16,0.064,0.002527432616858394
250,16,0.064,0.00193541168589223
250,16,0.064,0.006292990698175294
250,16,0.064,0.00353906971483553
250,16,0.064,0.015748863409397573
250,16,0.064,0.007678382639053238
250,16,0.064,0.010291300727089336
250,16,0.064,-0.008321705004983249
250,16,0.064,-0.013419447848096788
250,16,0.064,0.013545460742868387
250,16,0.064,0.010606358892687906
250,16,0.064,0.011949222314019292
250,16,0.064,0.017249269036762882
250,16,0.064,0.013798992357322737
250,16,0.064,0.000617337786782246
250,16,0.064,0.023283454786194868
250,16,0.064,-0.0002801832220184486
250,24,0.096,0.004812326154144064
250,24,0.096,0.013613193619607222
250,24,0.096,0.0075631707984285534
250,24,0.096,0.006370866119315255
250,24,0.096,0.024343799559694457
250,24,0.096,0.007185693156988582
250,24,0.096,0.00029669113850050444
250,24,0.096,0.0043602351614469015
250,24,0.096,-0.007822854922331035
250,24,0.096,0.01255789098484017
250,24,0.096,0.0010597553311611496
250,24,0.096,0.0055755705800116795
250,24,0.096,-0.013966478117719505
250,24,0.096,0.016202208362102066
250,24,0.096,0.019570357029800478
250,24,0.096,0.006059069700048103
250,24,0.096,0.008071315271870938
250,24,0.096,-0.007401000101228961
250,24,0.096,0.02089289198082872
250,24,0.096,0.009199103063356362
250,24,0.096,0.013997159194455377
250,24,0.096,-0.005612070969222838
250,24,0.096,0.0009553065310622388
250,24,0.096,0.02134114902534967
250,24,0.096,0.004291217642796219
250,24,0.096,0.013527618949225106
250,24,0.096,0.01342210530631921
250,24,0.096,0.0016348877478563617
250,24,0.096,-0.002625349489920159
250,24,0.096,0.003561235663551654
250,24,0.096,0.001191729242409123
250,24,0.096,0.00257489970125363
250,24,0.096,-0.006609899942718822
250,24,0.096,0.006483404747991028
250,24,0.096,0.012474782796207284
250,24,0.096,0.007970682363276416
250,24,0.096,0.005394929040926644
250,24,0.096,0.003475485349688223
250,24,0.096,0.00525575876437373
250,24,0.096,0.004987688830756398
250,32,0.128,0.018088586998944778
250,32,0.128,0.005903380200094732
250,32,0.128,0.004503668220204593
250,32,0.128,0.011318175507939121
250,32,0.128,0.011913850036243845
250,32,0.128,0.004072892550607832
250,32,0.128,0.01923643182145085
250,32,0.128,0.008573592956643394
250,32,0.128,0.019684513984165597
250,32,0.128,0.020441282636275926
250,32,0.128,0.0022869567440471084
250,32,0.128,0.02942172542422311
250,32,0.128,0.014227069106423018
250,32,0.128,0.023689864935738714
250,32,0.128,0.010270719799834738
250,32,0.128,0.017168678535927517
250,32,0.128,0.013919051002041438
250,32,0.128,0.004700963168797256
250,32,0.128,0.004241255862029669
250,32,0.128,0.006885442591159863
250,32,0.128,0.012690848757479889
250,32,0.128,0.014018610678096122
250,32,0.128,0.023817547052492727
250,32,0.128,0.0030848663595819392
250,32,0.128,0.0001537630008623947
250,32,0.128,0.010984258339291453
250,32,0.128,0.020930980944557753
250,32,0.128,0.020352719273147024
250,32,0.128,0.01411707803366724
250,32,0.128,0.008223149755618775
250,32,0.128,0.019604146053123828
250,32,0.128,0.013361506385361877
250,32,0.128,0.002870784814701044
250,32,0.128,0.0018962990451056316
250,32,0.128,0.01449275489166324
250,32,0.128,0.01864933923471973
250,32,0.128,0.014806370357293819
250,32,0.128,0.0050703634259615105
250,32,0.128,0.016564938080637137
250,32,0.128,0.006800533805024711
250,48,0.192,0.010583815001718844
250,48,0.192,0.021168679417811975
250,48,0.192,0.02036715606618139
250,48,0.192,0.012492755307121295
250,48,0.192,0.012415202220418808
250,48,0.192,0.02894937455380664
250,48,0.192,0.019550112527756902
250,48,0.192,0.017817417426516546
250,48,0.192,0.014726441838459281
250,48,0.192,0.013611912050168484
250,48,0.192,0.013972788439494233
250,48,0.192,0.027520794539537374
250,48,0.192,0.018937470864497208
250,48,0.192,0.014690106429796235
250,48,0.192,0.021539890451125365
250,48,0.192,0.015374367359902052
250,48,0.192,0.006790456909333498
250,48,0.192,0.013752124531361598
250,48,0.192,0.017369705780729106
250,48,0.192,0.00998138478955074
250,48,0.192,0.022098014723887505
250,48,0.192,0.028287933410089006
250,48,0.192,0.022342856716113024
250,48,0.192,0.018238499224464355
250,48,0.192,0.01250351061343391
250,48,0.192,0.025997073615547928
250,48,0.192,0.017613659234611
250,48,0.192,-0.0022933444887896504
250,48,0.192,0.029571717435846523
250,48,0.192,0.0028718242085020718
250,48,0.192,0.013560976628013421
250,48,0.192,0.01397015322180395
250,48,0.192,0.021402440141550072
250,48,0.192,0.01463724401816413
250,48,0.192,0.011624525981747125
250,48,0.192,0.011785165398273512
250,48,0.192,0.01255305749287322
250,48,0.192,0.017495584495690664
250,48,0.192,0.006467839847383083
250,48,0.192,0.020735648978265686
500,1,0.002,0.0
500,1,0.002,0.0
500,1,0.002,0.0
500,1,0.002,0.0
500,1,0.002,0.0
500,1,0.002,0.0
500,1,0.002,0.0
500,1,0.002,0.0
500,1,0.002,0.0
500,1,0.002,0.0
500,1,0.002,0.0
500,1,0.002,0.0
500,1,0.002,0.0
500,1,0.002,0.0
500,1,0.002,0.0
500,1,0.002,0.0
500,1,0.002,0.0
500,1,0.002,0.0
500,1,0.002,0.0
500,1,0.002,0.0
500,1,0.002,0.0
500,1,0.002,0.0
500,1,0.002,0.0
500,1,0.002,0.0
500,1,0.002,0.0
500,1,0.002,0.0
500,1,0.002,0.0
500,1,0.002,0.0
500,1,0.002,0.0
500,1,0.002,0.0
500,1,0.002,0.0
500,1,0.002,0.0
500,1,0.002,0.0
500,1,0.002,0.0
500,1,0.002,0.0
500,1,0.002,0.0
500,1,0.002,0.0
500,1,0.002,0.0
500,1,0.002,0.0
500,1,0.002,0.0
500,2,0.004,-0.009215016470363824
500,2,0.004,0.001376174718194123
500,2,0.004,0.0005935632840594618
500,2,0.004,-0.017408798031919193
500,2,0.004,-0.01299061426161252
500,2,0.004,-0.03880679789862351
500,2,0.004,-0.03411711696781711
500,2,0.004,0.0006728605220237549
500,2,0.004,-0.044293174993713436
500,2,0.004,-0.01099738562574748
500,2,0.004,-0.014315069596513186
500,2,0.004,-0.0008053616644444483
500,2,0.004,-0.003876279325733867
500,2,0.004,0.0002136439900388698
500,2,0.004,-0.00014212824427789483
500,2,0.004,-0.029220222577430344
500,2,0.004,-0.018029243478339008
500,2,0.004,-0.014926910478232358
500,2,0.004,-0.03325549951286039
500,2,0.004,-0.006840624486325386
500,2,0.004,-0.016337388382563378
500,2,0.004,-0.01170397678639118
500,2,0.004,6.120153326516498e-05
500,2,0.004,0.0008158216513208805
500,2,0.004,-0.0010333975463837075
500,2,0.004,-0.00041389163474042645
500,2,0.004,-0.010328496409868493
500,2,0.004,-0.02026781880050682
500,2,0.004,-0.004665085530231927
500,2,0.004,-0.00962981682114028
500,2,0.004,-0.023493930159393217
500,2,0.004,-0.03371652188892371
500,2,0.004,-0.00037477382046491314
500,2,0.004,-0.007875598038151244
500,2,0.004,-0.0027478548021585003
500,2,0.004,-0.012764814972325955
500,2,0.004,-0.00014603213636565915
500,2,0.004,-0.026985351072393082
500,2,0.004,-0.009392311345192472
500,2,0.004,-0.024053513482998
500,3,0.006,-0.01107848325198224
500,3,0.006,-0.012297023262399842
500,3,0.006,-0.03180133638116173
500,3,0.006,-0.0038418166895453076
500,3,0.006,-0.006140369784597033
500,3,0.006,-0.0001895973290590991
500,3,0.006,-0.002427350159961539
500,3,0.006,-0.00729641097518452
500,3,0.006,-0.022390787493371256
500,3,0.006,-0.01163095447150242
500,3,0.006,-0.01618629091353685
500,3,0.006,-7.894783323636467e-05
500,3,0.006,-0.009970558322850487
500,3,0.006,-0.007548303106799992
500,3,0.006,-0.0028037679646792935
500,3,0.006,0.00013615000354577633
500,3,0.006,0.003208062235436071
500,3,0.006,-0.01980332061574508
500,3,0.006,-0.029661663689885542
500,3,0.006,-0.0007028622567298859
500,3,0.006,-0.007193648744227676
500,3,0.006,-0.0027794714119557806
500,3,0.006,-0.003448070850736229
500,3,0.006,-0.021097209066372413
500,3,0.006,-0.029114673592592455
500,3,0.006,-0.0008153930112702046
500,3,0.006,-0.01882062508669402
500,3,0.006,0.0008277568454833073
500,3,0.006,-0.01787386286650744
500,3,0.006,-0.008057722973707826
500,3,0.006,-0.00713457546927565
500,3,0.006,-0.014555098916377462
500,3,0.006,-0.028346160275494026
500,3,0.006,-0.0031583862939685847
500,3,0.006,-0.02074335130759053
500,3,0.006,-0.009168256081254433
500,3,0.006,-0.02172533357496287
500,3,0.006,-0.026601050757318223
500,3,0.006,-0.0155813615314368
500,3,0.006,-0.02756119198597584
500,4,0.008,-0.01919741688183496
500,4,0.008,-0.00965585987196671
500,4,0.008,-0.007573565353693301
500,4,0.008,-0.0017708392127723238
500,4,0.008,-0.018702292856255687
500,4,0.008,-0.006111355459305523
500,4,0.008,-0.010916283304810037
500,4,0.008,-0.02074404747535763
500,4,0.008,-0.003277327470968261
500,4,0.008,-0.0011612906215708874
500,4,0.008,-0.00960540408372862
500,4,0.008,-0.005240053025020008
500,4,0.008,-0.00898807240229782
500,4,0.008,-0.006364008358402673
500,4,0.008,-0.013708879103163374
500,4,0.008,-0.013058323497731783
500,4,0.008,-0.0023164120807109834
500,4,0.008,-0.0012601076389051058
500,4,0.008,-0.01451339957127512
500,4,0.008,-0.011336420154043458
500,4,0.008,0.0016682689455472799
500,4,0.008,-0.013192903694665747
500,4,0.008,-0.00010160059527797305
500,4,0.008,-0.013404830439236237
500,4,0.008,-0.0057527662867359886
500,4,0.008,-0.017180866632569236
500,4,0.008,0.0001101768934587688
500,4,0.008,-0.010538354066122912
500,4,0.008,-0.002851454031855327
500,4,0.008,-0.009322515126993336
500,4,0.008,-0.00662273575870187
500,4,0.008,-0.013963030379898211
500,4,0.008,-0.02266100747385852
500,4,0.008,-0.014120039695692144
500,4,0.008,-0.012263404786445165
500,4,0.008,0.0005248912185304988
500,4,0.008,-0.00930745584177145
500,4,0.008,-0.00749243206258815
500,4,0.008,-0.016519352056153958
500,4,0.008,-0.01630866121711022
500,6,0.012,-0.0030633462715003446
500,6,0.012,-0.0004334395704286842
500,6,0.012,-0.005727274883828792
500,6,0.012,-0.01503967309709392
500,6,0.012,-0.005159368781860796
500,6,0.012,-0.01608011678551957
500,6,0.012,-0.017620711222208096
500,6,0.012,-0.02570147160581171
500,6,0.012,-0.017249041593337566
500,6,0.012,-0.006211782057983173
500,6,0.012,-0.01727824583996851
500,6,0.012,-0.004904138913540912
500,6,0.012,-0.003792271352816734
500,6,0.012,-0.0021550105153358423
500,6,0.012,-0.014323079821604912
500,6,0.012,-0.011583491086812225
500,6,0.012,-0.007784825656207028
500,6,0.012,-0.005575890287313812
500,6,0.012,0.0001308557172702285
500,6,0.012,-0.01492693825982866
500,6,0.012,0.001519955996271194
500,6,0.012,-0.0001392962727922442
500,6,0.012,-0.03840559509456304
500,6,0.012,-0.014120516211127976
500,6,0.012,-0.01252979820733413
500,6,0.012,-0.019805071757868775
500,6,0.012,-0.01039548233528681
500,6,0.012,-0.008101525238186025
500,6,0.012,-0.006668649343064326
500,6,0.012,-0.01882263379494803
500,6,0.012,-0.008737750547020307
500,6,0.012,-0.01749114770347615
500,6,0.012,-0.0020918540851758705
500,6,0.012,-0.005114799699607264
500,6,0.012,-0.004523004002455311
500,6,0.012,-0.00951474954358733
500,6,0.012,-0.0006900411193196954
500,6,0.012,-0.006018876422092534
500,6,0.012,-0.006721326979867548
500,6,0.012,-0.0051316369983686605
500,8,0.016,-0.0019084374941868432
500,8,0.016,-0.02501542045127647
500,8,0.016,8.914739415749606e-05
500,8,0.016,-0.009209704327284296
500,8,0.016,-0.009956574531876705
500,8,0.016,-0.005211177093347175
500,8,0.016,-0.008510421550310066
500,8,0.016,-0.0035810424248967077
500,8,0.016,-0.008061760048744704
500,8,0.016,-0.0045360542358015565
500,8,0.016,-0.00022408895564318687
500,8,0.016,-0.009130755125587975
500,8,0.016,0.008134343779730546
500,8,0.016,-0.010816140335488333
500,8,0.016,-0.01192877109409024
500,8,0.016,0.004540565948532471
500,8,0.016,-0.0030394124478660967
500,8,0.016,-0.010782770789079632
500,8,0.016,-0.01411858635155161
500,8,0.016,-0.007881482161761488
500,8,0.016,-0.007450117862906169
500,8,0.016,0.0033683827614009454
500,8,0.016,-0.007874328780412942
500,8,0.016,-0.01022220098651605
500,8,0.016,0.0038940055487778347
500,8,0.016,-0.005274719620857571
500,8,0.016,-0.003400419978810576
500,8,0.016,-0.008192399326621025
500,8,0.016,-0.013003130514023187
500,8,0.016,-0.008295525168159457
500,8,0.016,-0.0005236197675796417
500,8,0.016,-0.00784821282298137
500,8,0.016,-0.006469404835368675
500,8,0.016,-0.001839612906593291
500,8,0.016,-0.00914439943641776
500,8,0.016,-0.006766398876292379
500,8,0.016,-0.009458059072847802
500,8,0.016,-0.0006637417314451777
500,8,0.016,-0.0071036556480924
500,8,0.016,0.002280259938345963
500,12,0.024,-0.005477928712014968
500,12,0.024,-0.003073942079898251
500,12,0.024,-0.0056983753617591
500,12,0.024,-0.007888774145358712
500,12,0.024,-0.008238787722864904
500,12,0.024,0.00044299637404832115
500,12,0.024,-5.038872850021692e-05
500,12,0.024,0.003958524707977806
500,12,0.024,-0.005876447036765264
500,12,0.024,0.0025267765482185345
500,12,0.024,-0.007891060716650689
500,12,0.024,0.004581063809095287
500,12,0.024,-0.002853556586238759
500,12,0.024,-0.002263964632954363
500,12,0.024,-0.009157956924049249
500,12,0.024,-0.0011508214342083045
500,12,0.024,-0.00500972244050063
500,12,0.024,0.00011913101141808324
500,12,0.024,0.0008440192465604124
500,12,0.024,-0.0023727347746995697
500,12,0.024,-0.0008560107960042806
500,12,0.024,0.0023460076960334364
500,12,0.024,0.0010670176229399253
500,12,0.024,0.005697533405053079
500,12,0.024,0.0009015337711407168
500,12,0.024,-0.004962162835378037
500,12,0.024,0.008249301713895485
500,12,0.024,0.002205809293007621
500,12,0.024,-0.0024921406627236853
500,12,0.024,0.0014314014985066237
500,12,0.024,0.002537556561101384
500,12,0.024,-0.004480605159731754
500,12,0.024,-0.0014635546392037235
500,12,0.024,-0.006054418867197764
500,12,0.024,-0.010581463513527345
500,12,0.024,-0.00012367854751421659
500,12,0.024,-0.0059744027611693395
500,12,0.024,-0.004323749661497123
500,12,0.024,0.005747672971405937
500,12,0.024,-0.008060756208217335
500,16,0.032,0.007261017296448513
500,16,0.032,-0.002573255461520374
500,16,0.032,-0.004795522206613223
500,16,0.032,0.0018323215437754947
500,16,0.032,-0.0007539389709342315
500,16,0.032,0.00039841331843504246
500,16,0.032,0.004033606704187287
500,16,0.032,-0.0017350634391122277
500,16,0.032,0.0005669176894197991
500,16,0.032,0.008466426885519907
500,16,0.032,-0.00147582412958841
500,16,0.032,0.002320782627168727
500,16,0.032,-0.0014024816100037252
500,16,0.032,-0.005721445106062595
500,16,0.032,0.0003796289501816208
500,16,0.032,-0.0038007934306725777
500,16,0.032,0.0018912045773426533
500,16,0.032,0.0007286745422667162
500,16,0.032,0.0013792990790490456
500,16,0.032,-0.0016530229244359762
500,16,0.032,-0.011978063999470101
500,16,0.032,0.0013541754801912331
500,16,0.032,0.004801196815348907
500,16,0.032,-0.0038136084147496474
500,16,0.032,-0.0018562557061554963
500,16,0.032,-0.005514408177049845
500,16,0.032,0.004973775273584391
500,16,0.032,0.0018518967726416924
500,16,0.032,-0.005891131042172704
500,16,0.032,0.0010694897211607768
500,16,0.032,1.912502493989221e-05
500,16,0.032,0.002362627628284375
500,16,0.032,0.005453800713957846
500,16,0.032,-0.004607702791150248
500,16,0.032,0.0027994110238196424
500,16,0.032,-0.001340201581310596
500,16,0.032,-0.01242505258324239
500,16,0.032,-0.005774109614592682
500,16,0.032,0.00718583995537031
500,16,0.032,0.003933030487336453
500,24,0.048,0.0011776800455109426
500,24,0.048,0.005347205536962829
500,24,0.048,0.003322985229383013
500,24,0.048,-0.0028442483332322133
500,24,0.048,0.011576720182183753
500,24,0.048,0.00144307678315303
500,24,0.048,0.00708678370881527
500,24,0.048,-0.0010499043502162908
500,24,0.048,0.0030691981817007608
500,24,0.048,0.0053259564532613934
500,24,0.048,-0.002211709679973084
500,24,0.048,0.007853977278425073
500,24,0.048,3.055800281293042e-05
500,24,0.048,0.006575213088641285
500,24,0.048,0.009708204041856905
500,24,0.048,0.0007753899237000761
500,24,0.048,-0.0012442441225683498
500,24,0.048,8.433323160916828e-07
500,24,0.048,0.003308830405495067
500,24,0.048,0.005655064346770378
500,24,0.048,0.002777682698925976
500,24,0.048,0.0045016969198702905
500,24,0.048,-0.00965507642169161
500,24,0.048,0.00810425596855946
500,24,0.048,0.014560790630039955
500,24,0.048,0.0006342280204084672
500,24,0.048,0.0086820321192424
500,24,0.048,-6.122902902022664e-05
500,24,0.048,0.010957965178031825
500,24,0.048,0.005270068702663944
500,24,0.048,0.00501742584251208
500,24,0.048,0.005810292496486624
500,24,0.048,-0.0026511017810743054
500,24,0.048,0.007141627513835402
500,24,0.048,0.009727405978900705
500,24,0.048,0.004440096082392653
500,24,0.048,-0.0031177411930730092
500,24,0.048,0.00817441996359547
500,24,0.048,0.00513516408532616
500,24,0.048,-0.0018120709634295018
500,32,0.064,-0.0019168181386330363
500,32,0.064,-0.0008028164782771241
500,32,0.064,0.009024387473090645
500,32,0.064,0.0015586432781222737
500,32,0.064,0.0053996993951854755
500,32,0.064,0.01101565908421459
500,32,0.064,0.006321176169518827
500,32,0.064,0.009641923972129873
500,32,0.064,-0.0003374576229626114
500,32,0.064,0.007253840306245929
500,32,0.064,0.0027375734271181673
500,32,0.064,0.008030561007943915
500,32,0.064,0.012978168397908718
500,32,0.064,-0.005536268245209863
500,32,0.064,0.003460946345985705
500,32,0.064,0.007493479780374679
500,32,0.064,-0.00010943854796885422
500,32,0.064,0.00721932896147609
500,32,0.064,0.005656385730792912
500,32,0.064,0.015343674092009485
500,32,0.064,0.009541126200684091
500,32,0.064,0.0052649929088988134
500,32,0.064,0.0034419122612908137
500,32,0.064,0.0036208884724651114
500,32,0.064,0.008457026119978062
500,32,0.064,0.0035698617978829894
500,32,0.064,0.003683689667730139
500,32,0.064,0.003497663760671399
500,32,0.064,0.002763538965507517
500,32,0.064,0.011604215522223404
500,32,0.064,0.008075482585585936
500,32,0.064,0.0006777473570721004
500,32,0.064,-0.002366531953136519
500,32,0.064,-0.004535283571641291
500,32,0.064,0.01064283973032587
500,32,0.064,0.006224258808303518
500,32,0.064,0.004604650869626026
500,32,0.064,0.0026108546635669194
500,32,0.064,0.005189627618553405
500,32,0.064,0.006664155795771842
500,48,0.096,0.011280064271485701
500,48,0.096,0.013448805297510524
500,48,0.096,0.01215605156067634
500,48,0.096,0.0013848634932923654
500,48,0.096,0.0035317768159384144
500,48,0.096,0.003731258701797524
500,48,0.096,0.015849188501052103
500,48,0.096,0.009809282691878973
500,48,0.096,0.00528742699147583
500,48,0.096,0.0035055985039932347
500,48,0.096,-0.00012549765723934847
500,48,0.096,0.0028854385725343157
500,48,0.096,0.005760398174502912
500,48,0.096,0.007696156350092409
500,48,0.096,0.008825558594115712
500,48,0.096,0.009576043737069218
500,48,0.096,0.0023228992344760946
500,48,0.096,0.013440966869367743
500,48,0.096,0.012504109113986028
500,48,0.096,0.012838880725570878
500,48,0.096,0.009821972964382142
500,48,0.096,0.005575531705423076
500,48,0.096,0.005451184754389493
500,48,0.096,0.0011986133614393935
500,48,0.096,0.00597724316622944
500,48,0.096,0.012717375189796598
500,48,0.096,0.012060683024828156
500,48,0.096,0.008869215397281915
500,48,0.096,0.007106962555128327
500,48,0.096,0.011441166804374292
500,48,0.096,0.005032231743226145
500,48,0.096,0.017398603113036037
500,48,0.096,0.004978003920034335
500,48,0.096,0.018318519868603667
500,48,0.096,0.007119710252883382
500,48,0.096,0.0011578596252020956
500,48,0.096,0.01470697900583151
500,48,0.096,0.010684783298532397
500,48,0.096,0.009303506491830316
500,48,0.096,0.0027463101957174163
500,64,0.128,0.008029952755668757
500,64,0.128,0.016565762503566395
500,64,0.128,0.0028537226212438926
500,64,0.128,0.011515710773367882
500,64,0.128,0.019491976065395045
500,64,0.128,0.012882544635655024
500,64,0.128,0.01252663982527008
500,64,0.128,0.012474425877107231
500,64,0.128,0.013744490180038038
500,64,0.128,0.017950649784233386
500,64,0.128,0.004678877456937125
500,64,0.128,0.007322690317373481
500,64,0.128,0.008825460981434718
500,64,0.128,0.012988920256585212
500,64,0.128,0.007976550786963466
500,64,0.128,0.016546459433778582
500,64,0.128,0.017533996864874668
500,64,0.128,0.01464733285651576
500,64,0.128,0.009611892235897479
500,64,0.128,0.010727331275537932
500,64,0.128,-0.0023074758343115676
500,64,0.128,0.010211031721389097
500,64,0.128,0.0056736684817559335
500,64,0.128,0.003911336514423269
500,64,0.128,0.0044733071678618175
500,64,0.128,0.010679034891030836
500,64,0.128,0.008412620853814112
500,64,0.128,0.01694455917848725
500,64,0.128,0.016398123564716316
500,64,0.128,0.013338195905442829
500,64,0.128,0.017524254855854904
500,64,0.128,0.004179080634009513
500,64,0.128,0.0072488943591162425
500,64,0.128,0.012680463165865907
500,64,0.128,0.011949759319850595
500,64,0.128,0.009171713291305339
500,64,0.128,0.01889857636771297
500,64,0.128,0.008200861989661912
500,64,0.128,0.009735857593891672
500,64,0.128,0.007574018037519115
500,96,0.192,0.008493557629866588
500,96,0.192,0.009389578467424387
500,96,0.192,0.015892329691608753
500,96,0.192,0.012935467015189717
500,96,0.192,0.018277972700222245
500,96,0.192,0.012872831418878072
500,96,0.192,0.012143080116549854
500,96,0.192,0.010537583227508363
500,96,0.192,0.012677923913125555
500,96,0.192,0.004864298295487457
500,96,0.192,0.020497186472317575
500,96,0.192,0.017086504495188448
500,96,0.192,0.020705435878699607
500,96,0.192,0.013115473386503484
500,96,0.192,0.0121768369481014
500,96,0.192,0.0075094481187175655
500,96,0.192,0.012574882762666273
500,96,0.192,0.016476933986541875
500,96,0.192,0.01011777271320935
500,96,0.192,0.015071009331817764
500,96,0.192,0.017749770357078143
500,96,0.192,0.015526941315631593
500,96,0.192,0.019043794495035737
500,96,0.192,0.007319271052808163
500,96,0.192,0.01756731715142401
500,96,0.192,0.016290844006805028
